word,phonetic,definition_zh,definition_en,example,tags,audio_file
converse,kən'vəʳs,vi 交谈，会话; adj 逆向的，相反的; n  相反的事物； 反面,"to have a conversation with someone; opposite; the converse of a fact, word, statement etc is the opposite of it",It lets me converse with the distinct voices of my past and quilt together a narrative about movement in place.,sholvoir;toefl;exam;core,
gospel,'ɡɑspl,n  准则， 信条； 绝对真理； [G-]福音； 福音音乐； 训示,one of the four books in the Bible about Christ’s life,the Gospel according to St Luke,sholvoir;toefl;exam;core,
eccentric,ɪk'sɛntrɪk,adj  古怪的， 反常的; n 古怪的人,behaving in a way that is unusual and different from most people; someone who behaves in a way that is different from what is usual or socially accepted,His eccentric behaviour lost him his job.,sholvoir;toefl;exam;core,
appliance,ə'plaɪəns,n  用具， 器具； 装置,"a piece of equipment, especially electrical equipment, such as a  cooker  or  washing machine  , used in people’s homes","He could also learn to use the vacuum cleaner, the washing machine and other household appliances.",sholvoir;toefl;exam;core,
alloy,'ælɔɪ,n  合金; vt  使成合金,a metal that consists of two or more metals mixed together; to mix one metal with another,Brass is an alloy of copper and zinc.,sholvoir;toefl;exam;core,
defer,dɪ'fɝ,v  推迟， 延期,to delay something until a later date,The committee deferred their decision .,sholvoir;toefl;exam;core,
drowsy,'draʊzi,adj  昏昏欲睡的； 催眠的,tired and almost asleep,The drug can make you drowsy.,sholvoir;toefl;exam;core,
lore,lɔr,n  学问， 学识； 传说， 传统,"knowledge or information about a subject, for example nature or magic, that is not written down but is passed from person to person","According to local lore, a ghost still haunts the castle.",sholvoir;toefl;exam;core,
mast,mæst,n  船桅； 旗杆； 天线塔,a tall pole on which the sails or flags on a ship are hung,a radio mast,sholvoir;toefl;exam;core,
mass,mæs,adj  大量的; n 质量；块，团；众多；群众，平民百姓,involving or intended for a very large number of people; all the ordinary people in society who do not have power or influence,a mass protest,sholvoir;toefl;exam;core,
muggy,'mʌɡi,adj  闷热的,muggy weather is unpleasantly warm and the air seems wet,It was muggy and overcast.,sholvoir;toefl;exam;core,
revoke,rɪ'vok,vt  撤销， 撤回； 取消， 废除,"to officially state that a law, decision, or agreement is no longer effective",Their work permits have been revoked.,sholvoir;toefl;exam;core,
proper,'prɑpɚ,adj  正确的； 合乎体统的， 适当的； 固有的， 特有的,"right, suitable, or correct",Everything was in its proper place (= where it should be ) .,sholvoir;toefl;exam;core,
renaissance,ˈrenəsɑ:ns; ˌrɛnəˈsɑns,n  [the R-] 文艺复兴， 文艺复兴时期； 复兴， 再生,"a new interest in something, especially a particular form of art, music etc, that has not been popular for a long period",...the Renaissance masterpieces in London's galleries.,sholvoir;toefl;exam;core,
poisonous,'pɔɪzənəs,adj  有毒的， 有害的； 恶毒的,containing poison or producing poison,Some mushrooms are extremely poisonous.,sholvoir;toefl;exam;core,
auction,'ɔkʃən,n&v  拍卖,"a public meeting where land, buildings, paintings etc are sold to the person who offers the most money for them","The painting is expected to fetch up to $400,000 at auction.",sholvoir;toefl;exam;core,
allot,ə'lɑt,vt  分配， 配给， 拨给,"to use a particular amount of time for something, or give a particular share of money, space etc to someone or something",The seats are allotted to the candidates who have won the most votes.,sholvoir;toefl;exam;core,
propel,prə'pɛl,vt  推进， 驱使； 激励,"to move, drive, or push something forward",a boat propelled by a small motor,sholvoir;toefl;exam;core,
admit,əd'mɪt,v  承认； 准许…进入， 接纳,to agree unwillingly that something is true or that someone else is right,"‘Okay, so maybe I was a little bit scared,’ Jenny admitted.",sholvoir;toefl;exam;core,
rampant,'ræmpənt,adj  猖獗的， 肆虐的； 蔓生的,"if something bad, such as crime or disease, is rampant, there is a lot of it and it is very difficult to control",Pickpocketing is rampant in the downtown area.,sholvoir;toefl;exam;core,
interest,'ɪntrəst,n 兴趣，关注；业余爱好；利息；利害关系; vt  使感兴趣， 引起…关注,"if you have an interest in something or someone, you want to know or learn more about them; to make someone want to pay attention to something and find out more about it","I watched the first few episodes, but soon lost interest.",sholvoir;toefl;exam;core,
uneven,ʌn'ivən,adj  不平均的； 不平坦的； 不规则的； 不势均力敌的； 不公平的,"not smooth, flat, or level",She walked back carefully over the uneven ground.,sholvoir;toefl;exam;core,
twig,twɪɡ,n  嫩枝， 小枝,a small very thin stem of wood that grows from a branch on a tree,"There is the bird, sitting on a twig halfway up the tree.",sholvoir;toefl;exam;core,
immature,",ɪmə'tʃʊr",adj  未成熟的， 未充分发展的,not fully formed or developed,measures to protect immature whales,sholvoir;toefl;exam;core,
organic,ɔr'gænɪk,adj  有机的； 器官的； 有机体的,"relating to farming or gardening methods of growing food without using artificial chemicals, or produced or grown by these methods",Organic farming is better for the environment.,sholvoir;toefl;exam;core,
chaste,tʃest,adj  贞洁的； 简朴的， 朴实的,"not having sex with anyone, or not with anyone except your husband or wife",She led a chaste decent life.,sholvoir;toefl;exam;core,
mask,mæsk,n 面具；面罩；假面具，,"something that covers all or part of your face, to protect or to hide it",a surgical face mask,sholvoir;toefl;exam;core,
evacuation,"ɪ,vækjʊ'eʃən",n  撤离,,I ordered the evacuation of all Americans and sent troops to guarantee their safety.,sholvoir;toefl;exam;core,
patron,'petrən,n  资助人， 赞助人； 老主顾， 顾客,"someone who supports the activities of an organization, for example by giving money",a wealthy patron,sholvoir;toefl;exam;core,
apply,ə'plaɪ,v  申请， 请求； 适用； 应用， 运用； 涂， 敷， 施,"to make a formal request, usually written, for something such as a job, a place at a university, or permission to do something",We need to apply for planning permission to build a garage.,sholvoir;toefl;exam;core,
stew,"stu, stju",v  炖， 煨； 思考； 不安， 担忧; n 炖菜；不安，担忧,to cook something slowly in liquid,stewed apples,sholvoir;toefl;exam;core,
overlook,",ovɚ'lʊk",vt  俯瞰， 眺望； 忽略； 对…不予考虑,"to not notice something, or not see how important it is",It is easy to overlook a small detail like that.,sholvoir;toefl;exam;core,
incredible,ɪn'krɛdəbl,adj  惊人的， 难以置信的,"too strange to be believed, or very difficult to believe",It’s incredible that he survived the fall.,sholvoir;toefl;exam;core,
layout,'leaʊt,n  编排， 版面设计； 规划， 布局,"the way in which something such as a town, garden, or building is arranged",All the flats in the building had the same layout.,sholvoir;toefl;exam;core,
landing,'lændɪŋ,n  登陆； 着陆， 降落,the action of bringing an aircraft down to the ground after being in the air,take-off and landing procedures,sholvoir;toefl;exam;core,
formula,'fɔrmjələ,n  公式， 方程式； 分子式； 配方,a series of numbers or letters that represent a mathematical or scientific rule,the formula for calculating distance,sholvoir;toefl;exam;core,
avalanche,'ævəlæntʃ,n&v  雪崩； 山崩,"a large mass of snow, ice, and rocks that falls down the side of a mountain",Two skiers were killed in the avalanche.,sholvoir;toefl;exam;core,
revolt,rɪ'volt,v 反叛，反抗；违抗；厌恶，反感; n  起义， 叛乱， 反抗,"if people revolt, they take strong and often violent action against the government, usually with the aim of taking power away from them; a refusal to accept someone’s authority or obey rules or laws",He was revolted by the smell.,sholvoir;toefl;exam;core,
disgust,dɪs'ɡʌst,vt  厌恶， 嫌恶,To disgust someone means to make them feel a strong sense of dislike and disapproval,He disgusted many with his boorish behaviour.,sholvoir;toefl;exam;core,
tribute,'trɪbjut,n  贡品； 颂词， 称赞； 悼念， 致哀； 礼物,"something that you say, do, or give in order to express your respect or admiration for someone",The players wore black armbands as a tribute to their late teammate.,sholvoir;toefl;exam;core,
endanger,ɪn'dendʒɚ,vt  危及， 危害,"to put someone or something in danger of being hurt, damaged, or destroyed",Smoking during pregnancy endangers your baby’s life.,sholvoir;toefl;exam;core,
base,bes,adj  卑鄙的， 不道德的; vt 把设在；,"not having good moral principles; to have your main place of work, business etc in a particular place",base attitudes and desires,sholvoir;toefl;exam;core,
stem,stɛm,vt 阻止，遏制；起源; n  茎， 干,"to stop something from happening, spreading, or developing; the long thin part of a plant, from which leaves, flowers, or fruit grow",A tight bandage should stem the bleeding.,sholvoir;toefl;exam;core,
subordinate,səˈbɔːdɪnɪt (for n. &adj.) ; səˈbɔːdɪˌnet (for v.),adj 次要的；下级的; vt  使处于次要地位， 使从属于; n  部属， 下属,in a less important position than someone else; to put someone or something in a less important position; someone who has a lower position and less authority than someone else in an organization,a subordinate officer,sholvoir;toefl;exam;core,
trend,trɛnd,n  趋势， 倾向,a general tendency in the way a situation is changing or developing,The current trend is towards more part-time employment.,sholvoir;toefl;exam;core,
mechanic,mə'kænɪk,n  技工， 机修工,someone who is skilled at repairing motor vehicles and machinery,a garage mechanic,sholvoir;toefl;exam;core,
revolution,'rɛvə'lʊʃən,n  革命； 巨变； 旋转,"a complete change in ways of thinking, methods of working etc",the French Revolution of 1789,sholvoir;toefl;exam;core,
reliable,rɪ'laɪəbl,adj  可靠的， 可信赖的,someone or something that is reliable can be trusted or depended on,a birth control method that is cheap and reliable,sholvoir;toefl;exam;core,
incentive,ɪn'sɛntɪv,n  刺激； 动机,"something that encourages you to work harder, start a new activity etc","As an added incentive, there’s a bottle of champagne for the best team.",sholvoir;toefl;exam;core,
relate,rɪ'let,v  叙述， 讲述； 有关联,"if two things relate, they are connected in some way",I don’t understand how the two ideas relate.,sholvoir;toefl;exam;core,
preliminary,prɪ'lɪmɪnɛri,adj 预备的，初步的; n  初步做法， 起始行为,"happening before something that is more important, often in order to prepare for it",the preliminary stages of the competition,sholvoir;toefl;exam;core,
obstacle,'ɑbstəkl,n  障碍， 妨害物,something that makes it difficult to achieve some­thing,The tax puts obstacles in the way of companies trying to develop trade overseas.,sholvoir;toefl;exam;core,
