word,phonetic,definition_zh,definition_en,example,tags,audio_file
bridle,'braɪdl,v  抑制， 控制; n 马笼头,a set of leather bands put around a horse’s head and used to control its movements,"The metal mouthpiece of a bridle, serving to control, curb, and direct an animal.",sholvoir;gre;exam;core,
deprivation,",dɛprɪ'veʃən",n  剥夺； 丧失,"If you suffer deprivation, you do not have or are prevented from having something that you want or need",Millions more suffer from serious sleep deprivation caused by long work hours.,sholvoir;gre;exam;core,
introvert,'ɪntrəvɝt,n  性格内向的人,"someone who is quiet and shy, and does not enjoy being with other people","I sympathize with the introvert as I would with the sickly, but both are missing a lot of life.",sholvoir;gre;exam;core,
entrance,(for v.)ɪnˈtræns; (for n.) ˈɛntrəns,v  使出神， 使入迷,"if someone or something entrances you, they make you give them all your attention because they are so beautiful, interesting etc",I was entranced by the sweetness of her voice.,sholvoir;gre;exam;core,
motley,'mɑtli,adj  混杂的； 多色的， 杂色的,You can describe a group of things as a motley collection if you think they seem strange together because they are all very different,"...a motley collection of vans, old buses, cattle trucks, and even a fire engine.",sholvoir;gre;exam;core,
charlatan,'ʃɑrlətən,n  江湖郎中， 骗子,,The charlatan boasted that he could charm off any disease.,sholvoir;gre;exam;core,
anticipatory,"æn'tɪsəpə,tori",adj  预想的， 预期的,An anticipatory feeling or action is one that you have or do because you are expecting something to happen soon,...an anticipatory smile.,sholvoir;gre;exam;core,
acoustic,ə'kʊstɪk,adj  听觉的， 声音的,relating to sound and the way people hear things,"It was in this context, led with the Plantronics acoustic songs Seoul cooperation.",sholvoir;gre;exam;core,
articulate,ɑr'tɪkjulet,v  清楚地说话； 连接,to express your ideas or feelings in words,Many people are unable to articulate the unhappiness they feel.,sholvoir;gre;exam;core,
impending,ɪm'pɛndɪŋ,adj  即将发生的， 逼近的,"an impending event or situation, especially an unpleasant one, is going to happen very soon","On the morning of the expedition, I awoke with a feeling of impending disaster.",sholvoir;gre;exam;core,
traverse,trə'vɝs,v  横穿， 横跨,"to move across, over, or through something, especially an area of land or water",two minutes to traverse the park,sholvoir;gre;exam;core,
rigorous,'rɪɡərəs,adj  严格的， 严峻的,"careful, thorough, and exact",a rigorous analysis of defence needs,sholvoir;gre;exam;core,
secular,'sɛkjəlɚ,adj  世俗的， 尘世的,not connected with or controlled by a church or other religious authority,secular education,sholvoir;gre;exam;core,
effete,ɪ'fit,adj  无生产力的； 虚弱的,weak and powerless in a way that you dislike,effete intellectuals,sholvoir;gre;exam;core,
activate,'æktə'vet,v  刺激， 使活动,to make an electrical system or chemical process start working,Cooking fumes may activate the alarm.,sholvoir;gre;exam;core,
endow,ɪn'daʊ,v  捐赠； 赋予,"You say that someone is endowed with a particular desirable ability, characteristic, or possession when they have it by chance or by birth","You are endowed with wealth, good health and a lively intellect.",sholvoir;gre;exam;core,
supportive,sə'pɔrtɪv,adj  支持的,"giving help or encouragement, especially to someone who is in a difficult situation – used to show approval",My family were very supportive throughout the divorce.,sholvoir;gre;exam;core,
indent,ɪn'dɛnt,v  切割成锯齿状,,,sholvoir;gre;exam;core,
financial,faɪˈnænʃəl;fəˈnæ-,adj  财政的， 金融的,relating to money or the management of money,financial transactions,sholvoir;gre;exam;core,
ferocity,fə'rɑsəti,n  凶猛， 残暴,the state of being extremely violent and severe,The armed forces seem to have been taken by surprise by the ferocity of the attack.,sholvoir;gre;exam;core,
enormity,ɪ'nɔrməti,n  极恶； 暴行； 巨大,,I was numbed by the enormity of the responsibility.,sholvoir;gre;exam;core,
plaudit,'plɔ:dit,v  喝彩， 赞扬,,,sholvoir;gre;exam;core,
demoralize,dɪ'mɔrəlaɪz,v  使士气低落,to reduce or destroy someone’s courage or confidence,The illness demoralized him and recovery took several weeks.,sholvoir;gre;exam;core,
righteousness,'raɪtʃəsnɪs,n  正当， 正义， 正直,,"No, no, we are not satisfied, and we will not be satisfied until justice rolls down like waters and righteousness like a mighty stream.",sholvoir;gre;exam;core,
exalt,ɪɡ'zɔlt,v  赞扬， 歌颂,"to praise someone, especially God",Exalt ye the Lord.,sholvoir;gre;exam;core,
promissory,"'prɑmə,sori",adj  允诺的， 约定的,"containing, relating to, or having the nature of a promise ",It is obvious today that America has defaulted on this promissory note insofar as her citizens of color are concerned.,sholvoir;gre;exam;core,
gusher,'ɡʌʃɚ,n  滔滔不绝的说话者； 喷油井,"a place in the ground where oil or water comes out very forcefully, so that a pump is not needed",,sholvoir;gre;exam;core,
spiel,ʃpil,n  滔滔不绝的讲话,,A salesman started giving us a spiel about life insurance.,sholvoir;gre;exam;core,
commensurate,"kəˈmɛnsərɪt, -ʃə-",adj  同样大小的； 相称的,"matching something in size, quality, or length of time",Employees are paid salaries commensurate with those of teachers.,sholvoir;gre;exam;core,
diaphanous,daɪ'æfənəs,adj  精致的； 半透明的,diaphanous cloth is so thin that you can almost see through it,...a diaphanous dress of pale gold.,sholvoir;gre;exam;core,
render,'rɛndɚ,v  呈递， 提供； 给予， 归还,"to give something to someone or do something, because it is your duty or because someone expects you to",an obligation to render assistance to those in need,sholvoir;gre;exam;core,
unmitigated,ʌn'mɪtɪɡetɪd,adj  未缓和的， 未减轻的,,,sholvoir;gre;exam;core,
armored,'ɑrmɚd,adj  披甲的， 装甲的,,"Thee first ""standard"" battleship of the Tech Tree armored according to the ""all or nothing"" concept.",sholvoir;gre;exam;core,
relieve,rɪ'liv,v  减轻， 解除,to reduce someone’s pain or unpleasant feelings,Drugs helped to relieve the pain.,sholvoir;gre;exam;core,
indignity,ɪn'dɪɡnəti,n  侮辱， 轻蔑； 侮辱性的行为,a situation that makes you feel very ashamed and not respected,The prisoners were subjected to all sorts of indignities.,sholvoir;gre;exam;core,
choreographic,",kɔrɪə'græfɪk",adj  舞蹈术的， 舞台舞蹈的,Choreographic means relating to or connected with choreography,...his choreographic work for The Royal Ballet.,sholvoir;gre;exam;core,
transpose,træn'spoz,v  颠倒顺序， 调换,to change the order or position of two or more things,The director transposes the action from sixteenth-century France to post-Civil War America.,sholvoir;gre;exam;core,
needle,'nidl,n  针； 针叶,a long thin piece of metal on a scientific instrument that moves backwards and forwards and points to numbers or directions,a compass needle,sholvoir;gre;exam;core,
neologism,nɪ'ɑlədʒɪzəm,n  新字， 新词,"a new word or expression, or a word used with a new meaning","The newspaper used the neologism ""dinks,"" Double Income No Kids.",sholvoir;gre;exam;core,
hiatus,haɪ'etəs,n  空隙， 裂缝,"A hiatus is a pause in which nothing happens, or a gap where something is missing",Diplomatic efforts to reach a settlement resume today after a two-week hiatus.,sholvoir;gre;exam;core,
axiom,'æksɪəm,n  公理； 定理,a rule or principle that is generally considered to be true,...the long-held axiom that education leads to higher income.,sholvoir;gre;exam;core,
summon,'sʌmən,v  传唤； 召集,to order someone to come to a place,Robert summoned the waiter for the bill.,sholvoir;gre;exam;core,
expertise,'ɛkspɝ'tiz,n  专门技术， 专业知识,"special skills or knowledge in a particular subject, that you learn by experience or training",She was not an accountant and didn't have the expertise to verify all of the financial details.,sholvoir;gre;exam;core,
annihilate,ə'naɪəlet,v  消灭,to destroy something or someone completely,Just one of these bombs could annihilate a city the size of New York.,sholvoir;gre;exam;core,
feckless,'fɛkləs,adj  无效的， 效率低的； 不负责任的,"If you describe someone as feckless, you mean that they lack determination or strength, and are unable to do anything properly",He regarded the young man as feckless and irresponsible.,sholvoir;gre;exam;core,
pivot,'pɪvət,v  旋转; n 枢轴，中心,"to turn or balance on a central point, or to make something do this; a central point or pin on which something balances or turns",Magee pivoted and threw the ball to first base.,sholvoir;gre;exam;core,
rabid,'ræbid,adj  患狂犬病的； 疯狂的， 狂暴的,having very extreme and unreasonable opinions,a group of rabid right-wing fanatics,sholvoir;gre;exam;core,
remorse,rɪ'mɔrs,n  懊悔， 悔恨,a strong feeling of being sorry that you have done something very bad,"Throughout the trial, he had shown no remorse .",sholvoir;gre;exam;core,
palatial,pə'leʃl,adj  宫殿般的； 宏伟的,a palatial building etc is large and beautifully decorated,a palatial country residence,sholvoir;gre;exam;core,
dissuade,dɪ'swed,v  劝阻， 阻止,to persuade someone not to do something,Doctors had tried to dissuade patients from smoking.,sholvoir;gre;exam;core,
conclusive,kən'klusɪv,adj  最后的， 结论的， 决定性的； 确凿的， 消除怀疑的,showing that something is definitely true,Her attorneys claim there is no conclusive evidence that any murders took place.,sholvoir;gre;exam;core,
encompass,ɪn'kʌmpəs,v  包围， 围绕,"If something encompasses particular things, it includes them",His repertoire encompassed everything from Bach to Schoenberg.,sholvoir;gre;exam;core,
waver,'wevɚ,v  摇摆； 踌躇,to move gently in several different directions,"The candle flame wavered, throwing shadows on the wall.",sholvoir;gre;exam;core,
velvety,'vɛlvəti,adj  天鹅绒般柔软光滑的； 醇口的， 可口的,"looking, feeling, tasting, or sounding smooth and soft",the velvety texture of her skin,sholvoir;gre;exam;core,
impermissible,ˌɪmpɜːr'mɪsəbl,adj  不容许的,something that is impermissible cannot be allowed,Such a state of affairs is entirely impermissible.,sholvoir;gre;exam;core,
deposit,dɪ'pɑzɪt,v  存放； 使沉积),to put something down in a particular place,The female deposits her eggs directly into the water.,sholvoir;gre;exam;core,
querulous,'kwɛrələs,adj  抱怨的， 爱发牢骚的,someone who is querulous complains about things in an annoying way,‘But why can’t I go?’ he said in a querulous voice.,sholvoir;gre;exam;core,
deface,dɪ'fes,v  损坏,"to spoil the surface or appearance of something, especially by writing on it or breaking it",Most of the monuments had been broken or defaced.,sholvoir;gre;exam;core,
fluctuation,",flʌktʃʊ'eʃən",n  波动， 起伏， 涨落,"a change in a price, amount, level etc",Prices are subject to fluctuation.,sholvoir;gre;exam;core,
impassive,ɪm'pæsɪv,adj  无动于衷的， 冷漠的,not showing any emotion,Her impassive face showed no reaction at all.,sholvoir;gre;exam;core,
brackish,'brækɪʃ,adj  微咸的； 难吃的,brackish water is not pure because it is slightly salty,"Any of numerous small fishes of the family Cyprinodontidae, including the guppy and mosquito fish, inhabiting chiefly fresh and brackish waters in warm regions.",sholvoir;gre;exam;core,
upfront,",ʌp'frʌnt",adj  坦率的,behaving or talking in an honest way so that people know what you really think,Mo’s very upfront with him about their relationship.,sholvoir;gre;exam;core,
occult,ə'kʌlt,adj  秘密的， 不公开的,Occult is also an adjective,...paganism and occult practice.,sholvoir;gre;exam;core,
simultaneous,",saɪml'tenɪəs",adj  同时发生的,things that are simultaneous happen at exactly the same time,They grabbed each other’s hands in simultaneous panic.,sholvoir;gre;exam;core,
